VERSE,SCRIPTURE
Verse 10,"Abasigcinanga isivumelwano sikaNkulunkulu, benqaba ukuhamba emthethweni wakhe,  "
Verse 11,bakhohlwa imisebenzi yakhe nezimangaliso zakhe abebabonisile zona.  
Verse 12,Wazenza izimangaliso emehlweni awoyise ezweni laseGibithe endaweni yaseSowani.  
Verse 13,"Wahlukanisa ulwandle, wabawelisa; wamisa amanzi njengodonga.  "
Verse 14,"Wabahola ngefu emini, nobusuku bonke ngokukhanya komlilo.  "
Verse 15,"Waqhekeza amadwala ehlane, wabaphuzisa njengasotweni olujulileyo.  "
Verse 16,"Waphumisa edwaleni izifufula, wehlisa amanzi njengemifula.  "
Verse 17,"Nokho baqhubeka benza ukona kuye, baphambana noPhezukonke ehlane.  "
Verse 18,Bamlinga uNkulunkulu enhliziyweni yabo ngokucela ukudla abakufisayo.  
Verse 19,"Bakhuluma kabi ngoNkulunkulu, bathi: “UNkulunkulu angalungisa isithebe ehlane na?  "
Verse 20,"Bhekani, washaya idwala, kwaphuma amanzi, nemifula yampompoza; kepha angabanika nesinkwa, alungisele abantu bakhe inyama, na?”  "
Verse 21,"Ngalokho uJehova ekuzwa lokho wathukuthela, kwavutha umlilo ngoJakobe, ulaka lwavuka ngo-Israyeli;  "
Verse 22,"ngokuba abakholwanga nguNkulunkulu, abathembanga ensindisweni yakhe.  "
Verse 23,"Nokho wayala amafu phezulu, wavula iminyango yezulu,  "
Verse 24,"wanisa phezu kwabo imana* kube ngukudla, wabapha amabele ezulu;  "
Verse 25,"abantu badla isinkwa sezingelosi, bathunyelwa ukudla ngokugcweleyo.  "
Verse 26,Waphumisa umoya wasempumalanga ezulwini; ngamandla akhe waqhuba umoya waseningizimu.  
Verse 27,"Wawisa phezu kwabo inyama njengothuli, nezinyoni ezinamaphiko njengesihlabathi solwandle.  "
Verse 28,Wakwehlisa phakathi kwekamu* labo naphakathi kwezindlu zabo.  
Verse 29,"Badla, basuthiswa kakhulu; baphiwa abakufisayo.  "
Verse 30,"Bebengakahlukani nokufisa kwabo, ukudla kwabo kusesemlonyeni wabo,  "
Verse 31,"intukuthelo kaNkulunkulu yabavukela, wabulala abakhulupheleyo babo, wawisa phansi izinsizwa zakwa-Israyeli.  "
Verse 32,"Nokho bona njalo, abakholwanga yizimangaliso zakhe.  "
Verse 33,Ngakho waqedela izinsuku zabo ezeni neminyaka yabo ovalweni.  
Verse 34,"Lapho ebabulala, bamfuna; babuye bamfunisisa uNkulunkulu.  "
Verse 35,Base bekhumbula ukuthi uNkulunkulu uyidwala labo; uNkulunkulu oPhezukonke ungumkhululi wabo.  
Verse 36,"Kepha bamthopha ngomlomo wabo, baqamba amanga kuye ngolimi lwabo;  "
Verse 37,"ngokuba inhliziyo yabo yayingabambeleli kuye, bengathembekile esivumelwaneni sakhe.  "
Verse 38,"Kepha yena enesihawu wathethelela ububi babo, akabhubhisanga; yebo, wabamba kaningi intukuthelo yakhe, akavusanga lonke ulaka lwakhe.  "
Verse 39,"Wakhumbula ukuthi bayinyama, bangumoya odlulayo ongabuyiyo.  "
Verse 40,"Kwaba kaningi kangakanani bephambana naye ehlane, bemdabukisa kwahlongasibi.  "
Verse 41,"Babuye bamlinga uNkulunkulu, bamdabukisa oNgcwele ka-Israyeli.  "
Verse 42,"Abakhumbulanga isandla sakhe nosuku abahlenga ngalo ezitheni,  "
Verse 43,lapho ezenza izibonakaliso zakhe eGibithe nezimangaliso zakhe endaweni yaseSowani.  
Verse 44,"Waphendula lapho imifula yabo nemifudlana yabo yaba yigazi, ukuze bangabi nakuphuza.  "
Verse 45,Wathumela phakathi kwabo izibawu ezabadlayo namasele ababhubhisayo.  
Verse 46,"Wanika imiswenya ukudla kwabo, nomsebenzi wabo isikhonyane.  "
Verse 47,"Wabulala imivini yabo ngesichotho, nemikhiwane yabo ngesangquma.  "
Verse 48,Wanikela izinkomo zabo esichothweni nezimvu zabo kuyo imibani.  
Verse 49,"Waphonsa kubo ukuvutha kwentukuthelo yakhe, nolaka, nokufutheka, nokuhlupheka, ngokuthuma izithunywa zobubi.  "
Verse 50,"Walungisela intukuthelo yakhe indlela; akaphephisanga umphefumulo wabo ekufeni, kepha wanikela ukuphila kwabo ezifweni.  "
Verse 51,"Washaya amazibulo onke aseGibithe, okokuqala kwamandla abo ematendeni kaHamu.  "
Verse 52,Kepha waphumisa abantu bakhe njengezimvu; wabahola ehlane njengomhlambi.  
Verse 53,"Wabahola kahle, abaze besaba; kepha ulwandle lwasibekela izitha zabo.  "
Verse 54,"Wabayisa emnceleni wakhe ongcwele, entabeni esasiyizuzile isandla sakhe sokunene.  "
Verse 55,"Waxosha abezizwe phambi kwabo; edabula izwe wababela ifa, wahlalisa izizwe zakwa-Israyeli ematendeni azo.  "
Verse 56,"Nokho bamlinga, baphambana noNkulunkulu oPhezukonke, abaze bagcina imiyalo yakhe.  "
Verse 57,"Bahoshekela emuva, bakhohlisa njengawoyise, baphenduka njengomnsalo ogejayo.  "
Verse 58,"Bamthukuthelisa ngezindawo zabo eziphakemeyo, bamcunula ngezithombe zabo.  "
Verse 59,"UNkulunkulu ekuzwa lokho wathukuthela, wamlahla impela u-Israyeli.  "
Verse 60,"Walishiya itabernakele* laseShilo, itende abelimisile phakathi kwabantu.  "
Verse 61,"Wanikela amandla akhe ekuthunjweni, nenkazimulo yakhe esandleni sesitha.  "
Verse 62,"Wanikela abantu bakhe enkembeni, wathukuthelela ifa lakhe.  "
Verse 63,Izinsizwa zabo zadliwa ngumlilo; izintombi zabo azihutshelwanga.  
Verse 64,Abapristi babo bawa ngenkemba; abafelokazi babo abaze balila.  
Verse 65,"Yayisivuka iNkosi njengokade elele, njengesiqhwaga esikade sahlulwa yiwayini,  "
Verse 66,"yazishayela emuva izitha zayo, yazithela ngehlazo eliphakade.  "
Verse 67,"Yalahla indlu kaJosefa, ayikhethanga isizwe sakwa-Efrayimi.  "
Verse 68,"Kepha yakhetha isizwe sakwaJuda, intaba yaseSiyoni eyithandayo.  "
Verse 69,Yayakha indlu yayo engcwele njengezintaba nanjengomhlaba ewusekeleyo kuze kube phakade.  
Verse 70,"Yakhetha uDavide inceku yayo, yamthabatha ezibayeni zezimvu.  "
Verse 71,"Esalandele izimvukazi ezenyisayo, yamthabatha ukuba abeluse abantu bayo uJakobe, nefa layo u-Israyeli.  "
Verse 72,"Njalo wabelusa ngobuqotho benhliziyo yakhe, wabahola ngenhlakanipho yesandla sakhe."
Verse 73,
Verse 74,
Verse 75,
Verse 76,
Verse 77,
Verse 78,
Verse 79,
Verse 80,
Verse 81,
Verse 82,
Verse 83,
Verse 84,
Verse 85,
Verse 86,
Verse 87,
Verse 88,
Verse 89,
Verse 90,
Verse 91,
Verse 92,
Verse 93,
Verse 94,
Verse 95,
Verse 96,
Verse 97,
Verse 98,
Verse 99,
Verse 100,
Verse 101,
Verse 102,
Verse 103,
Verse 104,
Verse 105,
Verse 106,
Verse 1,"Nkulunkulu, abezizwe bangenile efeni lakho; bangcolisile ithempeli lakho elingcwele; benze iJerusalema libe yincithakalo.  "
Verse 2,"Bazinikile izidumbu zezinceku zakho zibe ngukudla kwezinyoni zezulu, inyama yabakwesabayo kuzo izilo zomhlaba.  "
Verse 3,"Bachithile igazi labo njengamanzi nxazonke zeJerusalema, akwababikho obembelayo.  "
Verse 4,"Sesiyisihlamba kubakhelwane bethu, umbhinqo nenhlekiso kwabasiphahlileyo.  "
Verse 5,"Koze kube nini, Jehova, uthukuthele njalo, ukushisekela kwakho kuvutha njengomlilo, na?  "
Verse 6,Thela ulaka lwakho phezu kwabezizwe abangakwaziyo naphezu kwemibuso engakhulekeli igama lakho.  
Verse 7,"Ngokuba sebemdlile uJakobe, umuzi wakhe sebewuchithile.  "
Verse 8,"Mawungasibaleli amacala akuqala; umusa wakho mawusheshe usihlangabeze, ngokuba sesibuthakathaka kakhulu.  "
Verse 9,"Sisize, Nkulunkulu wensindiso yethu, ngenxa yenkazimulo yegama lakho; usikhulule, usithethelele izono zethu ngenxa yegama lakho.  "
Verse 10,Bangasholoni abezizwe ukuthi: “Uphi uNkulunkulu wabo na?” Makwazeke kwabezizwe emehlweni ethu ukuphindiselwa kwegazi lezinceku zakho elichithiweyo.  
Verse 11,Ukububula kwesiboshwa makuze phambi kwakho; londoloza ngobukhulu bengalo yakho asebengabantwana bokufa.  
Verse 12,"Buyisela kubakhelwane bethu, kuphindwe kasikhombisa esifubeni sabo inhlamba abakuhlambalaza ngayo, Nkosi.  "
Verse 13,"Khona thina bantu bakho, izimvu zedlelo lakho, siyakukubonga kuze kube phakade, sishumayele udumo lwakho ezizukulwaneni ngezizukulwane."
Verse 14,
Verse 15,
Verse 16,
Verse 17,
Verse 18,
Verse 19,
Verse 1,"Yizwa, malusi ka-Israyeli, ohola uJosefa njengomhlambi, ohlezi phezu kwamakherubi;* mawubonakale ngokukhazimula.  "
Verse 2,"Vusa amandla akho phambi kuka-Efrayimi noBenjamini noManase, uze ukusisindisa.  "
Verse 3,"Sibuyise, Nkulunkulu, ukhanyise ubuso bakho, khona siyakusindiswa.  "
Verse 4,"Jehova Nkulunkulu Sebawoti, koze kube nini uthunqela ngolaka umkhuleko wabantu bakho na?  "
Verse 5,"Wabapha isinkwa sezinyembezi, wabaphuzisa izinyembezi ngesilinganiso esikhulu.  "
Verse 6,"Usenza sibe yinto ebangwa ngabakhelwane bethu, nezitha zethu zisihleka usulu.  "
Verse 7,"Sibuyise, Nkulunkulu Sebawoti, ukhanyise ubuso bakho, khona siyakusindiswa.  "
Verse 8,"Wakhipha umvini eGibithe, waxosha abezizwe, watshala wona.  "
Verse 9,"Wawulungisela indawo phambi kwawo, wagxila, wagcwalisa umhlaba.  "
Verse 10,"Izintaba zambozwa ngumthunzi wawo, nemisedari* kaNkulunkulu ngamagatsha awo.  "
Verse 11,"Wenabisa amagatsha awo, aze afika elwandle, namaxhantela awo, aze afika emfuleni.  "
Verse 12,"Uzidilizeleni izintango zawo, baze bawukhe bonke abadlula ngendlela, na?  "
Verse 13,"Ingulube yasehlathini iyawudla, nezilwane zasendle ziyawuqothula.  "
Verse 14,"Nkulunkulu Sebawoti, mawubuye; bheka usezulwini, ubone, unakekele lo mvini,  "
Verse 15,"yebo, lo mvini otshalwe ngesokunene sakho, nendodana ozikhulisele yona.  "
Verse 16,"Ushiswe ngumlilo, unqunyiwe; bayakubhubha ngokukhuza kobuso bakho.  "
Verse 17,"Isandla sakho masibe phezu kwendoda yesokunene sakho, phezu kwendodana yomuntu ozikhulisele yona;  "
Verse 18,"khona asisayikuhoshekela emuva kuwe; siphilise, khona siyakukhuleka egameni lakho.  "
Verse 19,"Sibuyise, Jehova Nkulunkulu Sebawoti; ukhanyise ubuso bakho, khona siyakusindiswa."
Verse 20,
Verse 21,
Verse 22,
Verse 23,
Verse 24,
Verse 25,
Verse 26,
Verse 27,
Verse 1,"Halalisani uNkulunkulu amandla ethu, nimemeze ngokujabula kuNkulunkulu kaJakobe.  "
Verse 2,"Hlabani ihubo, nithathe isigubhu nehabhu* elihle nogubhu.  "
Verse 3,Bethani icilongo ekwethwaseni kwenyanga nasekuhlanganeni kwenyanga ngosuku lomkhosi wethu.  
Verse 4,Ngokuba kuyisimiso kwa-Israyeli nomthetho kaNkulunkulu kaJakobe.  
Verse 5,Kungubufakazi abumisayo kwaJosefa mhla ephuma ezweni laseGibithe. Ngizwa ulimi ebengingalwazi luthi:  
Verse 6,"“Ngasusa ihlombe lakhe emthwalweni, izandla zakhe zakhululeka eqomeni lokuthwala.  "
Verse 7,"Wakhuleka usosizini, ngakukhulula; ngakuphendula ngisekusithekeni kokuduma, Sela*  "
Verse 8,"“Zwanini, bantu bami, ngizakufakaza kini ukuthi: O Israyeli, sengathi ungangilalela!  "
Verse 9,"Makungabikho kuwe unkulunkulu omunye, ungakhuleki kunkulunkulu wabezizwe.  "
Verse 10,"Mina nginguJehova uNkulunkulu wakho owakukhuphula ezweni laseGibithe; khamisa umlomo wakho, ngiwugcwalise.  "
Verse 11,"“Kepha abantu bami abalalelanga izwi lami, u-Israyeli akanginakanga.  "
Verse 12,Ngase ngibayeka enkanini yenhliziyo yabo ukuba bahambe ngokuthanda kwabo.  
Verse 13,"“Sengathi abantu bami bangangizwa, u-Israyeli ahambe ezindleleni zami.  "
Verse 14,"Bengiyakuthobisa masinyane izitha zabo, ngiselulele isandla sami kwabamelene nabo.  "
Verse 15,"Abazondi bakaJehova bebeyakuzithobela kuye, kepha isikhathi sabantu bami besiyakuba khona kuze kube phakade.  "
Verse 16,"Ubeyakubapha ukolweni omuhle; yebo, bengiyakubasuthisa ngezinyosi zasesiweni.”"
Verse 17,
Verse 18,
Verse 19,
Verse 20,
Verse 21,
Verse 22,
Verse 23,
Verse 24,
Verse 1,UNkulunkulu umi emhlanganweni wawonkulunkulu; uyahlulela phakathi kwawonkulunkulu.  
Verse 2,Koze kube nini nahlulela ngokungalungile Sela*  
Verse 3,"Yahlulelani ompofu nentandane, nimenzele okufaneleyo olusizi noswelayo.  "
Verse 4,"Khululani oswelayo nompofu, nibophule esandleni sababi.  "
Verse 5,"Abanakwazi, abanakuqonda, bahamba ebumnyameni; izisekelo zonke zomhlaba ziyazamazama.  "
Verse 6,"Mina ngathi: “Ningonkulunkulu nina,” nonke ningamadodana oPhezukonke.  "
Verse 7,"Kanti nokho niyakufa njengabantu nje, niwe njengesinye sezikhulu.  "
Verse 8,"Vuka, Nkulunkulu, wahlulele umhlaba, ngokuba wena uyindlalifa yezizwe zonke."
Verse 9,
Verse 10,
Verse 11,
Verse 12,
Verse 1,"Nkulunkulu, ungathuli, ungalibali, ungali ukukhuluma, Nkulunkulu.  "
Verse 2,"Ngokuba bheka, izitha zakho ziyaxokozela, nabakuzondayo baphakamisa ikhanda.  "
Verse 3,"Ngobuqili benza uzungu ngabantu bakho, bacebisana ukulwa nabathukusiweyo bakho.  "
Verse 4,"Bathi: “Wozani sibaqothule, bangabe besaba yisizwe, negama lika-Israyeli lingabe lisakhunjulwa.”  "
Verse 5,"Baceba nganhliziyonye, benza isivumelwano ngawe:  "
Verse 6,"amatende ka-Edomi naka-Ishmayeli, nakaMowabi nakaHagari,  "
Verse 7,"noGebali, no-Amoni, no-Amaleki, neFilistiya nabakhile eTire.  "
Verse 8,"Ne-Asiriya lahlangana nabo, Sela*  "
Verse 9,"Yenza kubo njengakuMidiyani, nakuSisera, nakuJabini ngasemfuleni iKishoni,  "
Verse 10,"ababhubhela e-Eni Dori, baba ngumquba womhlabathi.  "
Verse 11,"Amakhosana abo wenze abe njengo-Orebi noZebi, nabakhulu babo bonke njengoZeba noSalimuna  "
Verse 12,ababethi: “Masizithabathele amadlelo kaNkulunkulu.”  
Verse 13,"Nkulunkulu wami, benze babe njengezibi ezikhwishizayo, njengamakhoba amuka nomoya.  "
Verse 14,"Njengomlilo oshisa ihlathi, njengelangabi elithungela izintaba,  "
Verse 15,"baxoshe kanjalo ngesivunguvungu sakho, ubethuse ngesiphepho sakho.  "
Verse 16,"Thela ubuso babo ngehlazo, baze bafune igama lakho, Jehova.  "
Verse 17,"Mabahlazeke, baphele amandla kuze kube phakade; mabahluleke, babhubhe,  "
Verse 18,bazi ukuthi nguwe wedwa ogama lakho linguJehova; ungoPhezukonke emhlabeni wonke.
Verse 19,
Verse 20,
Verse 21,
Verse 22,
Verse 23,
Verse 24,
Verse 1,"Zithandeka kangaka izindlu zakho, Jehova Sebawoti.  "
Verse 2,"Umphefumulo wami ulangazelela, womela amagceke kaJehova; inhliziyo yami nomzimba wami kuyahuba ngokwethaba kuNkulunkulu ophilayo.  "
Verse 3,"Ngokuba umzwilili ufumene indlu, nenkonjane isidleke sayo, lapho ibeka khona amazinyane ayo, ngisho ama-altare akho, Jehova Sebawoti, Nkosi yami, Nkulunkulu wami.  "
Verse 4,Babusisiwe abahlala endlini yakho; Sela*  
Verse 5,"Ubusisiwe umuntu omandla akhe akuwe, abazindlela zakho zisezinhliziyweni zabo.  "
Verse 6,"Bedabula imfunda yezinyembezi bayenza ibe yindawo yeziphethu; yebo, nemvula yokuqala iyayisibekela ngezibusiso.  "
Verse 7,"Baqhubeka emandleni, baze babonakale phambi kukaNkulunkulu eSiyoni.  "
Verse 8,"Jehova Nkulunkulu Sebawoti, yizwa umkhuleko wami, ubeke indlebe, Sela*  "
Verse 9,"Wena Nkulunkulu, siHlangu sethu, bheka, ubuke ubuso bogcotshiweyo wakho.  "
Verse 10,Ngokuba usuku lunye emagcekeni akho luhle kunezinye eziyizinkulungwane. Ngiyakhetha ukulinda emnyango wendlu kaNkulunkulu wami kunokuhlala ematendeni ababi.  
Verse 11,Ngokuba uJehova uNkulunkulu uyilanga nesihlangu; uJehova uyakupha umusa nodumo; akayikubenqabela okuhle abahamba ngobuqotho.  
Verse 12,"Jehova Sebawoti, ubusisiwe umuntu okwethembayo."
Verse 13,
Verse 14,
Verse 15,
Verse 16,
Verse 17,
Verse 18,
Verse 19,
Verse 1,"Jehova, wabusisa izwe lakho, wambuyisa uJakobe ekuthunjweni.  "
Verse 2,"Wasusa icala labantu bakho, Sela*  "
Verse 3,"Wamukisa yonke intukuthelo yakho, waphenduka ekuvutheni kolaka lwakho.  "
Verse 4,"Sibuyise, Nkulunkulu wensindiso yethu, ulahle ukusicanukela kwakho.  "
Verse 5,Uyakusithukuthelela njalonjalo na? Uyakwelulela ulaka lwakho ezizukulwaneni ngezizukulwane na?  
Verse 6,"Awuzukusivusa, sibuye siphile, ukuze abantu bakho bathokoze ngawe, na?  "
Verse 7,"Sitshengise umusa wakho, Jehova, usiphe insindiso yakho.  "
Verse 8,Mangizwe lokho uNkulunkulu uJehova azakukukhuluma; uyakhuluma ukuthula kubantu bakhe nakubo abamesabayo; mabangabuyeli ebuwuleni.  
Verse 9,"Impela insindiso yakhe iseduze nabamesabayo, ukuze kuhlale udumo ezweni lethu.  "
Verse 10,"Kuyakuhlangabezana umusa neqiniso, kwangane ukulunga nokuthula.  "
Verse 11,"Kuyakuhluma iqiniso emhlabeni, kulunguzele phansi nokulunga kwasezulwini.  "
Verse 12,"Yebo, uJehova uyakuveza okuhle; izwe lethu liyakuthela izithelo zalo.  "
Verse 13,"Ukulunga kuyakuhamba phambi kwakhe, kwenzele izinyawo zakhe indlela."
Verse 14,
Verse 15,
Verse 16,
Verse 17,
Verse 18,
Verse 1,"Beka indlebe yakho, Jehova, ungiphendule, ngokuba ngilusizi, ngimpofu.  "
Verse 2,"Londoloza umphefumulo wami, ngokuba ngingoqotho; wena Nkulunkulu wami, sindisa inceku yakho ekwethembayo.  "
Verse 3,"Yiba nomusa kimi, Nkosi, ngokuba ngikhala kuwe usuku lonke.  "
Verse 4,"Thokozisa umphefumulo wenceku yakho, ngokuba kuwena, Nkosi, ngiyawuphakamisela umphefumulo wami.  "
Verse 5,"Ngokuba wena, Nkosi, umuhle, ungothethelelayo, unomusa omkhulu kubo bonke abakhala kuwe.  "
Verse 6,"Jehova, beka indlebe ekukhulekeni kwami, ulalele izwi lokunxusa kwami.  "
Verse 7,"Ngosuku losizi lwami ngikhala kuwe, ngokuba uzakungiphendula.  "
Verse 8,Phakathi kwawonkulunkulu akakho onjengawe Nkosi; akukho okunjengemisebenzi yakho.  
Verse 9,"Izizwe ozenzileyo ziyakufika zonke, zikhuleke phambi kwakho, Nkosi, zidumise igama lakho.  "
Verse 10,"Ngokuba umkhulu wena, uyenza izimangaliso, unguNkulunkulu wena wedwa.  "
Verse 11,"Ngifundise, Jehova, indlela yakho; ngiyakuhamba eqinisweni lakho; yenza inhliziyo yami iqonde ntonye, yesabe igama lakho.  "
Verse 12,"Ngiyakukubonga, Nkosi Nkulunkulu wami, ngenhliziyo yonke yami, ngidumise igama lakho kuze kube phakade.  "
Verse 13,"Ngokuba umusa wakho mkhulu phezu kwami, ukhululile umphefumulo wami endaweni yabafileyo ephansi.  "
Verse 14,"Nkulunkulu, izideleli zingivukele, ibandla lezidlwangudlwangu lifuna umphefumulo wami; azibekanga wena phambi kwazo.  "
Verse 15,"Kepha wena Nkosi unguNkulunkulu ohawukelayo, onomusa nokubekezela, uvame ubumnene nokuthembeka.  "
Verse 16,"Phendukela kimi, ube nomusa kimi, uyiphe inceku yakho amandla akho, usindise indodana yencekukazi yakho.  "
Verse 17,"Ngenzele isiboniselo sokuhle, ukuze abangizondayo babone, bajabhe, ngokuba wena Jehova uyangisiza, uyangiduduza."
Verse 18,
Verse 19,
Verse 20,
Verse 21,
Verse 22,
Verse 23,
Verse 24,
Verse 25,
Verse 26,
Verse 27,
Verse 1,Isisekelo asibekileyo sisezintabeni ezingcwele.  
Verse 2,UJehova uyawathanda amasango aseSiyoni kunazo zonke izindlu zikaJakobe.  
Verse 3,"Okudumisekayo kukhulunywa ngawe, muzi kaNkulunkulu.   "
Verse 4,"Ngiyakubala uRahabi neBabele kulabo abangaziyo; yebo, iFilistiya neThire kanye neKushe azalelwa khona.  "
Verse 5,Kuyakuthiwa ngeSiyoni: “Yilo nalo wazalelwa khona; oPhezukonke uyaliqinisa.”  
Verse 6,Mhla uJehova eloba izizwe uyakubala ukuthi Sela*  
Verse 7,Abahubayo nabasinayo bathi: “Imithombo yami yonke ikuwe.”
Verse 8,
Verse 9,
Verse 1,"Jehova Nkulunkulu wensindiso yami, ngikhala imini nobusuku phambi kwakho.  "
Verse 2,"Umkhuleko wami mawufike ebusweni bakho, indlebe yakho uyibeke ekunxuseni kwami.  "
Verse 3,"Ngokuba umphefumulo wami ugcwele izinsizi, ukuphila kwami kusondele endaweni yabafileyo.  "
Verse 4,"Ngibalwa kanye nabashona emgodini, nginjengomuntu ofileyo.  "
Verse 5,"Icansi lami liphakathi kwabafileyo; nginjengababuleweyo abalele ethuneni, ongasabakhumbuli, benqunyiwe esandleni sakho.  "
Verse 6,"Ungibekile emgodini ojulile kunayo yonke, ebumnyameni, otweni.  "
Verse 7,Kuyangisinda ukuthukuthela kwakho; Sela*  
Verse 8,"Engikade ngazana nabo ubaxoshele kude, wangenza ngibe yisinengiso kubo; ngivalelwe, ngingephume.  "
Verse 9,"Iso lami liyafa ngosizi; ngikhala kuwe Jehova imihla yonke, ngizelulela izandla zami kuwe.  "
Verse 10,Abafileyo uyakubenzela isimangaliso na? Sela*  
Verse 11,"Kuyalandiswa yini ethuneni ngomusa wakho, nangokuthembeka kwakho endaweni yokubhujiswa na?  "
Verse 12,"Izimangaliso zakho ziyaziwa yini ebumnyameni, nokulunga kwakho ezweni lokukhohlwa na?  "
Verse 13,"Kepha mina, Jehova, ngikhala kuwe; ekuseni umkhuleko wami uyenyuka phambi kwakho.  "
Verse 14,"Jehova, ulahlelani umphefumulo wami, ungifihlelelani ubuso bakho na?  "
Verse 15,"Ngihluphekile, ngingofayo kusukela ebusheni bami; ngithwele ukwesabeka kwakho, ngiphelile.  "
Verse 16,Ulaka lwakho olushisayo lungehlele; ukwesabisa kwakho kungiqedile.  
Verse 17,"Kungizungeza njengamanzi imihla yonke, kungikaka kanyekanye.  "
Verse 18,Isihlobo nomngane ubaxoshele kude; ubumnyama bungumhlobo wami.
Verse 19,
Verse 20,
Verse 21,
Verse 22,
Verse 23,
Verse 24,
Verse 1,"Ngiyakuhlabelela ngomusa kaJehova kuze kube phakade, ngomlomo wami ngazise izizukulwane ngezizukulwane ukuthembeka kwakho.  "
Verse 2,Ngokuba ngithe: “Umusa uyakwakhiwa kuze kube phakade; ezulwini uyaqinisa ukuthembeka kwakho.”  
Verse 3,"Ngenzile isivumelwano nokhethiweyo wami, ngifungile kuye uDavide inceku yami ukuthi:  "
Verse 4,"“Ngiyakuqinisa inzalo yakho kuze kube phakade, Sela*  "
Verse 5,"Izimangaliso zakho, Jehova, ziyadunyiswa ngamazulu, ukuthembeka kwakho ebandleni labangcwele.  "
Verse 6,Ngokuba ngubani osemafwini ongalinganiswa noJehova na? Ngubani phakathi kwamadodana kaNkulunkulu ongafaniswa noJehova na?  
Verse 7,UNkulunkulu uyesabeka kakhulu emhlanganweni wabangcwele; umelwe ukuhlonishwa yibo bonke abangakuye.  
Verse 8,"Jehova Nkulunkulu Sebawoti, ngubani onjengawe na? Unamandla, Jehova, nokuthembeka kwakho kuyakuhaqa.  "
Verse 9,"Wena uyabusa ukukhukhumala kolwandle; uma kuphakama amadlambi alo, uyawathulisa.  "
Verse 10,Wena uchobozile uRahabi njengobuleweyo; uhlakazile izitha zakho ngengalo yakho enamandla.  
Verse 11,"Ngelakho izulu, ngowakho umhlaba; izwe nokugcwala kwalo, kukho konke ubeke isisekelo.  "
Verse 12,Inyakatho neningizimu wakudala wena; iThabori neHermoni kuyajabula egameni lakho.  
Verse 13,"Ingalo yakho inobuqhawe, isandla sakho sinamandla, esokunene sakho siphakeme.  "
Verse 14,Ukulunga nokwahlulela kuyisisekelo sesihlalo sakho sobukhosi; umusa neqiniso kuyahamba phambi kobuso bakho.  
Verse 15,"Sibusisiwe isizwe esikwazi ukuhlabelela ngenjabulo; siyahamba, Jehova, ekukhanyeni kobuso bakho.  "
Verse 16,Egameni lakho siyathokoza usuku lonke; ngokulunga kwakho siyaphakanyiswa.  
Verse 17,Ngokuba wena uyinkazimulo yamandla abo; ngomusa wakho uphondo lwethu luyaphakama.  
Verse 18,Ngokuba isihlangu sethu singesikaJehova; inkosi yethu ingeyoNgcwele ka-Israyeli.  
Verse 19,"Ngaleso sikhathi wakhuluma ngombono kubo abakholwayo bakho, wathi: “Ngibekile usizo eqhaweni, ngiphakamisile okhethiwe phakathi kwabantu.  "
Verse 20,"Ngifumene inceku yami uDavide, ngimgcobile ngamafutha ami angcwele.  "
Verse 21,"Isandla sami siyakuba naye siqinile, ingalo yami iyakumqinisa.  "
Verse 22,"Isitha asiyikumahlula, nendodana yobubi ayiyikumhlupha.  "
Verse 23,"Ngiyakuchoboza izitha zakhe ebusweni bakhe, ngihluphe abamzondayo.  "
Verse 24,Ukuthembeka kwami nomusa wami kuyakuba naye; egameni lami luyakuphakama uphondo lwakhe.  
Verse 25,"Ngiyakubeka isandla sakhe phezu kolwandle, esokunene sakhe phezu kwemifula.  "
Verse 26,"Uyakungibiza ngokuthi: ‘UnguBaba, unguNkulunkulu wami nedwala lensindiso yami.’  "
Verse 27,Ngiyakumenza abe yizibulo nophakamileyo kunamakhosi omhlaba.  
Verse 28,Ngiyakumgcinela umusa wami kuze kube phakade; isivumelwano sami soba siqinile kuye.  
Verse 29,"Ngiyakwenza inzalo yakhe ime kuze kube phakade, isihlalo sakhe sobukhosi sibe njengezinsuku zezulu.  "
Verse 30,"“Uma abantwana bakhe beshiya umthetho wami bengahambi ngezahlulelo zami,  "
Verse 31,"uma bephula izimiso zami bengagcini imiyalo yami,  "
Verse 32,"ngiyakuhambela izono zabo ngenduku, namacala abo ngemivimbo.  "
Verse 33,"Kepha umusa wami angiyikuwususa kuye, ngingaphikisi ukuthembeka kwami.  "
Verse 34,"Angiyikwaphula isivumelwano sami, nokuphumileyo ezindebeni zami angiyikukuguqula.  "
Verse 35,"Ngafunga kanye ubungcwele bami, angiyikuqamba amanga kuDavide.  "
Verse 36,"Inzalo yakhe iyakuma phakade, isihlalo sakhe sobukhosi sibe njengelanga phambi kwami.  "
Verse 37,Iyakuma phakade njengenyanga Sela*  
Verse 38,"Kepha usumlahlile, wamala, wamthukuthelela ogcotshiweyo wakho.  "
Verse 39,"Uchithile isivumelwano senceku yakho, wadumaza umqhele wayo, wawuphonsa emhlabathini.  "
Verse 40,"Udilizile zonke izindonga zakhe, wazenza izinqaba zakhe zaba yincithakalo.  "
Verse 41,Bonke abadlula ngendlela bayamphanga; waba yihlazo kwabakhelene naye.  
Verse 42,"Uphakamisile esokunene sabamelene naye, wajabulisa zonke izitha zakhe.  "
